2-gram	*/*	2/*	3/*	4/*	5/*	6/*	7/*	8/*	9/*	2/1:2	3/1:2	3/2:3	4/1:2	4/2:3	4/3:4	5/1:2	5/2:3	5/3:4	5/4:5	6/1:2	6/2:3	6/3:4	6/4:5	6/5:6	7/1:2	7/2:3	7/3:4	7/4:5	7/5:6	7/6:7	8/1:2	8/2:3	8/3:4	8/4:5	8/5:6	8/6:7	8/7:8	9/1:2	9/2:3	9/3:4	9/4:5	9/5:6	9/6:7	9/7:8	9/8:9	*/1:2	*/2:3	*/3:4	*/4:5	*/5:6	*/6:7	*/7:8	*/8:9	*/9:10	*/-9:-8	*/-8:-7	*/-7:-6	*/-6:-5	*/-5:-4	*/-4:-3	*/-3:-2	*/-2:-1
YM	667551857	528043	3662666	10383012	24060633	54302673	125273000	155711320	80646350	528043	0	3662666	807142	9575870	0	0	18183363	5068151	809119	0	28353041	11126624	14823008	0	0	31839413	70767284	19307830	317397	3041076	0	106120911	35597974	6074580	2825964	5091891	0	0	30824464	6469861	3790792	28576688	9564040	168283	1252222	1335185	288252118	140049542	55888582	35785803	104049161	13687918	27622339	383121	20998088	37415698	120650832	75985259	235008418	77105801	37347428	9293126
SW	663415953	2698968	3164149	21855898	165188018	173788581	90071542	113201317	49473857	2698968	1160151	2003998	21598676	0	257222	164763816	424202	0	0	60198156	3460306	109988529	141590	0	52960413	0	36672578	438551	0	0	58901456	0	43608770	10448341	242750	0	0	24886526	0	9065504	5159437	9666577	695813	0	0	410049091	5888506	201813352	17177321	21322854	2359448	2013053	2792328	0	25308022	61745269	63260757	122569415	227236440	134037663	1301741	4960188
BJ	654853039	1517160	2403674	324194	993817	121853190	279486934	80292215	80259927	1517160	770403	1633271	0	0	324194	494498	499319	0	0	0	121853190	0	0	0	0	71486709	208000225	0	0	0	147788	7727407	72417020	0	0	0	0	124092	62871522	17264313	0	0	0	0	0	3053941	322858418	327729579	240849	0	0	139652	830600	0	46550779	84297540	24991720	143903729	330347913	499319	770403	3474625
LM	649112313	2425228	5682562	108107205	63795493	289763761	35755013	28055703	35101113	2425228	968124	4714438	0	6628993	101478212	112971	2797981	37000752	23883789	0	225670676	52514866	9642051	1936168	0	5556215	10423001	8244998	253815	11276984	0	8119241	8766147	6926300	2482219	161948	1599848	0	487772	19893994	822210	2945416	1943594	398360	8609767	3506323	254560224	247260926	50728455	8183057	31735702	22300093	29111966	1258285	6705462	14249583	36343804	19115157	281146990	78983720	56261113	155924434
CS	643530723	4743687	17495487	15713804	6401912	73927940	86410927	140451510	101677866	4743687	7881801	9613686	1089733	1347539	13276532	260736	115366	0	6025810	251311	0	2144103	0	71532526	0	3828695	0	275313	0	82306919	0	2035570	0	614877	218355	0	137582708	0	398055	2184312	0	0	0	0	99095499	14392889	17556467	18006338	6916000	71750881	82436261	137582708	99095499	58320363	0	799446	4219882	4080006	1004955	3842870	9229340	619971047
II	642384029	211760644	249107435	97441068	40219281	24101895	10811126	5959393	1549474	211760644	102746800	146360635	942249	42700270	53798549	1757814	448957	14200696	23811814	0	1001503	2937667	5518219	14644506	0	4154964	570850	386033	1504696	4194583	0	1279345	460655	0	3479228	431408	308757	0	504563	0	0	676009	116097	147694	105111	317207507	197217696	72161080	30067840	20304439	4742088	456451	105111	0	0	504563	1279345	4615619	4006176	8310231	167249783	455106416
IX	621227893	19538338	186444153	9927159	194493112	62540985	68488723	56785133	16961188	19538338	0	186444153	0	861257	9065902	0	181223536	357475	12912101	0	24646994	1080931	0	36813060	0	54309513	2204664	3677885	1992199	6304462	0	17777692	620134	452331	3735332	0	34199644	0	13429456	0	1583287	366155	0	0	1582290	19538338	478999174	13329106	18951788	42906746	6304462	39267910	1582290	235887	149980	13429456	18103876	56886410	30210893	191871725	3210931	307208029
XE	614533122	562138	5340134	16535023	205876570	27438194	46665956	120098256	151909667	562138	298761	5041373	0	13714412	2820611	1949542	7827951	196099077	0	853070	14013344	4833289	6651143	1087348	489111	18733578	1205029	0	26108730	129508	1334033	109058668	250459	187712	650547	8461961	154876	255872	135891825	1362180	684722	771690	0	12943378	0	7283680	335234391	209229054	7523577	29486251	8591469	13239383	2844089	849069	21693114	139884267	110909959	21389765	18127317	13870279	267805416	9795854
OH	602121281	64028903	6755873	279423711	23486012	21528202	87354156	41857123	18664822	64028903	2472484	4283389	29393352	246990459	3039900	759063	20657858	1528080	541011	0	19442055	445516	749891	890740	0	52541840	471078	31154013	186013	3001212	196337	33352600	4239592	2865148	170906	1032540	0	0	9079078	2422717	6647870	0	0	515157	0	96850139	394931958	40077232	51226860	11261413	4855503	684825	690606	1542745	21395597	25559616	44613255	63598970	23537344	81821645	255707975	75785155
LK	555883002	1045465	3825382	238275178	53734772	105912850	105499733	26823869	13854784	1045465	0	3825382	0	679155	237596023	0	1730449	43608292	8396031	0	5784394	96685505	3295281	147670	0	1519667	90018563	3698166	267146	9996191	0	7743418	10614738	4779216	0	0	3686497	0	1917000	6886943	1485537	0	0	1449734	2115570	1045465	24775512	487579222	22388177	414816	10834369	5136231	2580480	1128730	1949671	3712534	15364307	13736643	101220376	102292214	49401265	267937559
DV	537221821	1134856	4370845	511198	523845	59251223	87998790	107583333	126692852	1134856	2264916	2105929	308184	0	203014	104174	203914	0	215757	507783	58743440	0	0	0	0	87998790	0	0	0	0	0	107383394	199939	0	0	0	0	0	124322654	0	618153	1752045	0	0	0	4319913	503511959	402953	4598483	23811668	359042	217803	0	0	65829100	135087827	107383394	89995642	60599659	512098	2264916	3659556
LP	536595562	2597491	4911367	212298114	50087301	62562631	69150710	47551301	26541045	2597491	1873515	3037852	0	4236150	208061964	0	10505744	36066787	3514770	0	4966732	53476494	4119405	0	0	230657	64033143	2484154	2402756	0	0	6203753	25439709	5894650	3051441	6817316	144432	0	741915	8373312	14278009	2651581	297224	199004	0	4471006	35259654	407657671	36844567	10006673	8680933	828426	32564850	180811	5394913	5259108	21286630	42425198	110105270	69815057	55895744	217356509
AX	531206960	3267121	150945796	56210592	82017483	49471300	100944727	45097640	15371695	3267121	4493803	146451993	42839916	7942671	5428005	11424127	61836465	144928	8611963	3774421	21705760	4269183	3308100	16413836	1001600	78396783	2883053	10642809	404045	7616437	1628299	34584674	624045	6661351	551997	0	1047274	1028458	12564748	0	391327	528567	615416	0	243179	69928920	371576970	14418623	41630684	18804406	8347425	2387133	2743880	332554	6871615	15784306	47318834	83740077	43432307	124341901	16293547	190448727
OX	523764012	5041741	102987828	11475718	58254653	101983505	38251962	46748901	45633557	5041741	622769	102365059	4744051	2119190	4612477	13893035	34404558	5809604	4147456	88197545	6617133	1540330	207285	5421212	4093882	4962039	12390238	3173061	1536165	12096577	5514888	8074920	6474473	6963805	3495496	0	16225319	14221003	481382	10490861	4069555	5257664	6127031	4480782	505279	139430351	162306078	42841534	29704011	93792471	27339710	23427781	2013045	2448388	78101556	16597413	40719996	109694059	47980689	54290170	15013373	152361417
UF	522547858	1114859	9670086	14249571	35640282	55357445	48795877	62534894	47949908	1114859	1246433	8423653	315648	13479652	454271	0	10462627	24063810	1113845	395806	48931741	4427210	1211598	391090	0	37721742	9951063	585809	425688	111575	0	51647287	6071826	3166116	219665	1430000	0	0	42912165	1852533	1800180	166345	924603	294082	0	3072746	334943343	47168073	126960781	3291647	3591681	3318442	0	201145	129302874	63159661	54494673	47301731	63013260	19814390	42151263	11609293
DM	512522701	4150916	4724886	1759211	29242680	27503289	49225869	62174049	78432515	4150916	2570970	2153916	497562	900969	360680	0	28710090	351057	181533	723394	22104023	4675872	0	0	0	28929439	3811382	13479976	3005072	0	0	43776658	363619	9755392	8278380	0	0	0	43887945	958942	3374021	30211607	0	0	0	7942842	386999011	10747702	31269451	63307960	389232	11866503	0	0	39077296	45904958	57523810	47700282	72657226	56607318	6828068	6847045
IU	490874936	3853992	7170990	5577660	12539780	149805183	91768173	61578811	75444904	3853992	1329373	5841617	953478	3884533	739649	465597	611944	11462239	0	0	2295662	1170338	146194372	144811	0	2016498	15986345	1405911	72359419	0	0	3921432	3241907	1306395	4502182	48606895	0	0	1290732	3542462	112367	359740	972842	69166761	0	6602440	19984935	43439506	149499625	77749063	50089991	69591256	31258350	38583725	608295	6442474	8268786	5535770	20861809	10524897	426126681	10580069
SF	483979931	2504077	5534570	503649	440173	1727138	20350707	60166472	63126964	2504077	1023981	4510589	294481	0	209168	0	440173	0	0	745100	0	876169	0	105869	0	313999	489735	0	19546973	0	0	0	469880	1682398	58014194	0	0	0	0	555351	2948852	57038320	2584441	0	0	4567639	5264761	22366147	4631250	320005717	4400847	102343621	10053738	9265545	11068408	94655889	50186527	47701948	65803140	139488831	20570954	7329703
BT	482272940	2768625	3645594	40161505	100053970	97485308	18491277	138598872	37261927	2768625	1800212	1845382	0	0	40161505	0	0	13216334	86837636	0	60320878	25058478	11736425	369527	0	4819055	5774986	7199511	0	697725	0	105874547	9379597	15440155	7561685	342888	0	0	19467138	1414753	14221720	0	2158316	0	0	4568837	195347736	107715937	138117828	11724088	24798514	0	0	0	9551913	28310890	108018182	50019957	81536019	41977990	27095859	132680400
KA	478095427	4401702	15373733	76588360	55334346	73745947	68267879	74071458	34547594	4401702	13500814	1872919	58270421	15975878	2342061	34178827	1755436	5911078	13489005	37859638	1670882	9055155	8936485	16223787	19741972	3199354	5683789	33966408	2979570	2696786	13888496	999403	17306783	17781006	13519269	1918927	8657574	14043093	122641	2713970	6848753	4975655	3474027	210770	2158685	200395463	25738585	45376575	84729431	40832879	56740112	14058972	7548549	1974016	16515858	17670382	25830069	67347483	121629722	120407620	49578319	54320189
YT	470429861	927292	838009	20762090	16423728	26028389	20587011	149009977	29677513	927292	126491	711518	0	19846488	915602	0	12900911	3522817	0	0	4570774	20300253	1040440	116922	300194	1414051	9589721	6385012	2314013	584020	0	6015234	133204679	509729	8203856	1076479	0	0	14424291	1126587	731582	2270196	9002400	2122457	0	1353977	74145764	178892332	12204195	133844163	24930053	12406791	11477215	13857079	5731013	24657143	19172696	253926884	20527795	84608452	38635078	3255354
EK	464449289	878654	2365437	140137828	175643931	62092177	51886626	13008675	3439781	878654	1049883	1315554	206207	895010	139036611	704891	650385	83628866	90659789	109136	8958067	23452390	27714749	1857835	0	182644	48489190	1251088	1033351	930353	0	395149	6284964	1749889	1889774	128276	2560623	0	498103	1297836	263241	937708	0	0	442893	2948771	13016044	302709793	126727311	13157347	1161637	2724262	442893	811063	121132	7529356	7055169	6995972	61202348	27449844	114579002	238915712
PM	449910017	7241978	12066989	1482616	0	392279	7948856	6061054	68847232	7241978	2770333	9296656	1097996	137370	247250	0	0	0	0	0	124630	267649	0	0	0	0	1042737	6906119	0	0	0	135642	0	5925412	0	0	0	0	0	0	3863906	64983326	0	0	0	11110307	9694298	1557636	18191517	65850043	4100125	336541892	143027	1506125	818110	106974	18360524	30504065	371097191	9329566	2907703	16785884
YA	444542870	5009782	8293870	61249468	144976977	55500067	63057971	36072322	43811856	5009782	7367271	926599	43924616	6908237	10416615	32048640	6185092	90032411	16710834	13740610	1174395	27849160	5350652	7385250	5799402	4890584	39868479	5380067	4141613	2977826	3490126	3287807	5896352	2931240	11760661	5945328	2760808	1931177	1782001	8229843	1274650	11032523	9302547	8477034	1782081	114017843	27041109	182723565	34225379	35786708	26595529	18992323	3544966	537450	3156304	6336267	19286662	29201927	95512804	110082089	129033380	49254422
GT	434302509	1196511	2839829	1693729	1966913	111328022	18943769	94619849	21679161	1196511	1272455	1567374	0	235337	1458392	0	0	0	1966913	122340	0	268292	110823907	113483	0	0	881208	17938740	123821	0	0	0	187507	4026660	365394	90040288	0	0	0	0	733068	396148	20446161	103784	0	2591306	1802711	2795399	140168381	998846	141253583	127814694	16492589	385000	0	9152469	12801183	2744442	17095064	175483808	210722870	6302673
WL	429185823	1952784	4687404	20815876	41269474	66641692	25294439	16761654	189032539	1952784	439755	4247649	322354	1584092	18909430	0	0	33002517	8266957	106809	0	13650140	51812272	1072471	0	0	15407753	9780089	106597	0	0	0	3571947	7194013	1617447	4198888	179359	177661	0	1104242	185412728	1422297	0	143429	772182	2999363	5831741	87061515	266488480	4218812	60157857	322788	2105267	0	6467148	4323740	23842579	204994168	24675212	25370030	91287550	35400832
RH	426095630	3318531	2549430	3337432	18785651	31937129	205686249	45290303	19565794	3318531	1685011	864419	2387994	0	949438	18158211	122165	0	505275	23544315	343432	8049382	0	0	8217288	0	195198867	885203	0	1384891	23682174	233158	1280073	15878899	4215999	0	0	5670101	0	885630	6215687	5164397	1629979	0	0	105057621	1563174	208800994	29214471	14830976	21744841	10301208	22749423	11832922	8400576	29454899	13157977	46150360	282682857	18427516	1685011	7429420
YL	416082307	486305	433869	6355200	117356817	81990235	29511197	59613851	36211368	486305	0	433869	0	4440969	1914231	0	13787948	93570772	9998097	0	8556802	59471291	3035592	10926550	0	2700825	14255145	6290885	5226450	1037892	0	22396953	11737139	16993622	2624059	159575	5702503	0	12733919	4998269	2919008	4752547	1680151	7153805	1973669	486305	71936249	189686001	45511220	31718661	41311406	19280111	6529869	7933714	7454998	16282909	68296490	23921036	51695295	88028108	115905052	33304562
HS	414044112	1743434	11150069	2668295	46981537	213306063	25251071	13617267	25202403	1743434	4388873	6761196	1358127	215067	1095101	2853670	0	0	44127867	1120831	0	553467	0	211631765	0	0	0	868399	264058	24118614	0	0	0	882937	454510	0	12279820	0	0	0	7146794	3355261	465134	0	14235214	11464935	6976263	1648568	56444599	222121495	26225680	30061166	14457138	16760981	18141268	407157	6167840	11764566	8358367	3872199	4867998	360464717
AH	384694919	20125619	10058920	47154183	104259093	62261704	63096520	44183822	12969949	20125619	3240202	6818718	2138729	12944536	32070918	41448020	13931099	9444192	39435782	842219	18961179	15670446	1277155	25510705	201486	14960580	7592955	20808380	1181656	18351463	109220	9452027	4679646	9191016	2769883	675274	17306756	1374239	2575604	969345	2850808	560986	1211009	509685	2918273	69936437	86282186	72052361	76648052	34123852	21269349	18593209	3724493	2064980	4787948	4733060	16177143	24324963	78533259	56790098	30095372	164228726
YC	380670476	357867	1252792	1564491	53260856	28151430	29616392	20401808	19471749	357867	0	1252792	0	1564491	0	0	41525931	11734925	0	0	20267986	7883444	0	0	0	7528799	15837931	5707034	542628	0	0	7948869	7587005	3696156	750585	419193	0	0	2266546	10797199	3694582	1408030	1305392	0	0	357867	88966507	233090562	28616583	6209443	4646053	7608235	7229444	2708595	25665462	64102820	28526760	24249647	43608809	63365075	14261237	1610659
YN	372595315	434072	2698446	12066765	31532184	32278430	76036088	80256429	60737261	434072	0	2698446	0	10531104	1535661	0	13563319	15428870	2539995	0	11893163	7910525	4336482	8138260	0	54988600	10582522	289997	2973748	7201221	0	60796473	8974533	948674	540087	2341138	6655524	0	54467685	1627388	2749964	148493	0	672070	1071661	434072	244681190	48194808	17885988	17538518	17301394	14354737	8846343	1889050	13740657	64930977	73348068	77171799	25301950	22303928	37999959	30962851
RW	359714599	1262471	235150	0	4293206	26573756	103091877	15556590	111734791	1262471	0	235150	0	0	0	0	3954981	338225	0	1492071	1576975	23504710	0	0	266334	104931	94259038	8461574	0	0	0	0	3987049	4639238	6930303	0	0	0	104666	12148619	1887936	97593570	0	0	0	3020876	5976703	138023925	38536190	159461510	3908716	781051	995810	604229	10850850	13720077	18672929	58739961	209260836	42851568	338225	1497621
HM	359316447	1644846	5904241	5297280	8409893	29917686	34642863	36992172	37583980	1644846	3417911	2486330	2331479	1551548	1414253	543587	6893920	177407	794979	0	502686	6136401	9576235	13702364	0	0	11421360	17645677	5389813	186013	0	196337	0	17057412	19477394	0	261029	0	1058449	1016087	2437575	5988338	11325633	0	15757898	7937823	12797888	20165508	49681488	60212086	79506700	24472903	38503941	51583532	636213	5108612	2562892	40756930	166363302	79568534	27926847	36247712
LW	356374125	557215	0	150211	1566846	292862390	35546749	13941012	7817801	557215	0	0	150211	0	0	0	982145	584701	0	0	289959277	2903113	0	0	0	138210	2432814	32975725	0	0	0	0	1010873	12625845	304294	0	0	0	0	4465136	683257	2669408	0	0	0	707426	291079632	11396637	46644700	5392404	1153326	0	0	0	0	895193	5289177	2891681	308840670	37315488	584701	557215
HL	355049620	1604785	3702504	4674704	3945300	93840525	65099778	63054056	37916212	1604785	1983714	1718790	175385	0	4499319	0	1802240	508797	1634263	0	2193101	7637112	83453430	556882	0	818648	6051898	2888141	54926748	414343	0	19829291	13351505	12718733	9617876	7356007	180644	0	2904617	3777211	13169267	13480943	758484	3825690	0	3763884	40953404	39919287	129092106	83682042	15555708	13893626	27160511	654564	8792662	10508150	36086687	34431933	40181737	24752516	179362295	10731373
